,Restaurant_ID,Restaurants_Name,Address,City,State,Postal_Code,Latitude,Longitude,Stars_Rating,Review_Count,Restaurants_Delivery,Outdoor_Seating,Accepts_CreditCards,Price_Range,Alcohol,Good_For_Kids,Reservations,Restaurants_TakeOut,WiFi,Good_For_Groups,Wheelchair_Accessible,Happy_Hour,Noise_Level,Dietary_Restrictions,Total_Estimate_Households_per_Zip,Total_Estimate_Married-couple_Family_households,Total_Estimate_Nonfamily_households,Median_Income(dollars),Mean_Income(dollars),Population
12537,Y9fDFqOmBLP3edNen-D39A,JB's Pour House,4770 Lebanon Pike,Hermitage,TN,37076,36.215612,-86.590545,3.5,221,1,1,1,2,1,1,1,1,1,1,0,0,4,0,16682,7082,6814,64392,77550,35230
12539,pqN11loWgNHqSWxESd4Uwg,Kostas Bar Restaurant,15 W Girard Ave,Philadelphia,PA,19123,39.9689515,-75.134916,4.0,112,1,1,1,2,1,0,0,1,1,1,0,1,2,0,8565,2020,5678,77111,106137,13416
12542,nS--Y-DewJcRUeH-851SjQ,Wong's Genghis Khan,5485 Equity Ave,Reno,NV,89502,39.5100974,-119.7482592,3.0,119,0,0,1,1,1,1,0,1,0,1,0,1,4,0,18616,6344,8448,48782,65655,43566
12543,2UvdgkdaeIFcakXBvRKLZQ,Carmel Cafe & Wine Bar,372 W Lancaster Ave,Wayne,PA,19087,40.043769,-75.39812,3.0,35,0,0,1,2,1,0,1,1,1,1,0,1,4,0,11749,7202,3478,144022,196760,32225
12544,VV2mP654u8QBnGR96ULKzQ,Garden Fresh Food Market,800 Madison Sq,Madison,TN,37115,36.255471,-86.716399,5.0,53,1,0,1,1,1,0,0,1,0,0,1,1,1,0,17024,4935,8154,46777,59429,37316
12546,PZJqMdFa2zn51Td_jHOsMw,Blackhawk Bbq and Coffee Shop,16461 S Houghton Rd,Vail,AZ,85641,31.956498,-110.7717723,4.5,38,0,1,1,1,1,0,0,1,1,1,1,0,1,0,9405,7105,1461,101108,113613,21753
12547,k-q7lm2ovMSTZa4j16OzGg,Gloria’s Cafe,2365 Dickerson Rd,Reno,NV,89503,39.52150541,-119.8398612,4.5,106,0,1,0,2,0,0,0,0,1,0,0,0,1,0,12469,4209,6739,54063,76117,27891
12549,S0dQ8Vks0IR-PZPLoBHKRA,McCormick & Schmick's Seafood & Steaks,1 S Broad St,Philadelphia,PA,19107,39.951353,-75.1634754,2.5,387,1,0,1,2,1,0,1,1,1,1,1,1,4,0,7823,1743,5771,60676,91522,14875
12552,8fCovWo4TJKpdOJ0KCZOIg,Sinbad's,810 E University Blvd,Tucson,AZ,85719,32.2311904,-110.9588366,3.5,139,1,1,1,2,1,1,1,1,1,1,0,0,1,0,18119,3526,12170,34013,48571,43989
12554,ji_mV3tIdATJhU4i1t0nJQ,Chicken Salad Chick,"7614 Hwy 70S, Ste 606",Nashville,TN,37221,36.07934668,-86.94773857,4.0,55,1,1,1,1,0,1,0,1,0,1,0,0,1,0,18140,8702,7396,85933,103715,36610
12555,pokS0UOGVKuILWtS1HNLBA,Applebee's Grill + Bar,718 Thompson Ln,Nashville,TN,37204,36.112401,-86.765567,2.5,83,0,1,1,2,1,1,0,1,1,1,0,0,4,0,6080,2403,3122,89954,148770,12031
12560,QTR-_d5-cM1nlA8zg94LHw,Circles Thai,8 Powell Ln,Collingswood,NJ,8108,39.91637357,-75.07151568,3.5,79,1,1,1,2,1,0,1,1,1,0,1,0,4,0,7951,3630,3415,94851,111237,18045
12564,OgilsqqoshPEsPYdx7GIzg,BZ's Pizza and Italian Kitchen,7856 E Wrightstown Rd,Tucson,AZ,85715,32.2494448,-110.8247299,4.0,147,1,1,1,2,1,1,1,1,1,1,1,0,4,0,8792,4092,3483,71949,94499,17702
12565,Og32VlJ-InIa6y_O9cgR8Q,Tuscany Cafe,230 S Broad St,Philadelphia,PA,19102,39.9484263,-75.1652545,4.5,54,1,0,1,1,1,1,0,1,1,0,0,0,4,0,3365,765,2525,110096,177851,4705
12566,E_7iQ38tmysnM1OIRQNn2g,Hokkaido,2535 E Main St,Plainfield,IN,46168,39.7134301,-86.36239158,3.0,32,0,0,1,2,0,1,1,1,0,1,0,0,1,0,13703,7080,4291,70719,90647,30309
12567,UqYTMszykplowYci8YF_Lg,The Coffee Station,3518 Foulk Rd,Garnet Valley,PA,19061,39.839846,-75.49332,3.5,64,1,0,1,1,1,1,0,1,1,1,1,0,2,0,8073,3799,2344,72533,88303,19997
12569,fdmLML9X_0mWWG3TFVWniQ,IHOP,7945 E Broadway Blvd,Tucson,AZ,85710,32.22145,-110.8234,2.5,112,1,0,1,2,1,1,0,1,1,1,0,0,4,0,24780,8081,12342,46055,59440,54439
12571,MwFLVJ_f_ITjvZI6SRPAdw,Swagruha Fine Indian Cuisine,900 8th Ave N,Nashville,TN,37208,36.170445,-86.788693,4.0,64,1,1,1,1,1,1,0,1,0,1,0,0,4,0,8415,1787,4760,47903,74491,16067
12573,aqyDUSUJUg0gKf-R1aGzLw,Duck Soup Cafe,Logan Sq Village Row 10,New Hope,PA,18938,40.3581849,-74.9762134,4.5,77,0,1,0,2,1,1,0,1,0,0,0,0,1,0,6044,3534,1936,118877,191503,13989
12576,0xEyGDYQUasuNdAB1WWitQ,Parenton's Po Boys,4304 Ellen St,New Orleans,LA,70121,29.9628896,-90.1715022,4.0,43,0,1,1,1,1,1,0,1,0,1,0,0,1,0,5557,1477,3159,48769,65855,12029
12578,McE_Yj6-dfRmh3RR3hfVsg,Cottage Cafe,160 Belle Forest Cir,Nashville,TN,37221,36.07674419,-86.92144014,4.5,34,0,1,1,2,1,1,0,1,1,1,0,0,4,0,18140,8702,7396,85933,103715,36610
12579,bsNdUV27xdBfpWtwyEbHLg,Chai Yo Thai Cuisine,11695 Boyette Rd,Riverview,FL,33569,27.8535707,-82.3038748,4.0,128,1,0,1,2,1,1,1,1,1,1,0,0,1,0,10181,5379,3017,76560,88644,23074
12581,Qfns3w3WtWYchkyfyns63A,EL Mezcal - Tejas Grill Restaurant,622 S White Horse Pike,Lindenwold,NJ,8021,39.8132008,-74.9874204,3.5,38,0,0,1,2,1,1,0,1,1,1,0,0,2,0,18973,6412,8520,55474,70557,44833
12583,XiDhSghC-9Hz19hBlLpbyg,Red Bicycle Coffee & Crepes,"1200 5th Ave N, Ste 104",Nashville,TN,37208,36.17557992,-86.78796835,3.5,354,0,1,1,1,1,1,0,1,1,1,1,0,2,0,8415,1787,4760,47903,74491,16067
12584,W2Zw4ipU2OwutajPUiQq3A,Bar Redux,801 Poland Ave,New Orleans,LA,70117,29.9616506,-90.0322051,4.0,107,0,1,1,1,1,0,0,1,1,1,1,1,4,0,11998,2259,7592,29663,52476,23389
12587,o3zL4kvolP3CCAMf9lGE6g,Casa Del Matador,"3690 E Monarch Sky Ln, Ste 142",Meridian,ID,83646,43.62076719,-116.3484402,3.0,193,1,1,1,2,1,1,0,1,1,1,0,1,4,0,23299,14659,5346,79706,104342,47098
12589,7nLhB3qajGwq4HvOCsGT5A,IL Ritorno,"449 Central Ave, Ste 101",St Petersburg,FL,33701,27.7713426,-82.6395139,4.5,252,1,1,1,3,1,0,1,1,1,1,1,1,4,0,9120,2230,6371,46786,87867,15014
12590,6LH5CdxH-zQHkJfm7VIXMg,Kuma Sushi & Asian Fusion,50 E Wynnewood Rd,Wynnewood,PA,19096,40.001894,-75.273488,4.5,109,0,1,1,2,1,1,1,1,1,0,1,0,4,0,5549,3576,1708,142434,215252,13572
12591,DBtvUjFaT1v-p6vCxY2nTw,Moar Tea & Poke,448 Massachusetts Ave,Indianapolis,IN,46204,39.773562,-86.1514379,4.5,177,1,0,1,2,0,1,0,1,1,0,1,0,4,0,4582,498,3999,73281,100517,5125
12592,r3dO-D1qFn4Jct7KDNvImg,LOMA Coffee,239 N Market St,Wilmington,DE,19801,39.7397884,-75.5519119,4.5,143,1,1,1,1,1,1,0,1,1,1,0,0,4,0,7031,870,4041,33410,49965,16286
12594,lTeoNvVo9cNvI5DLRkl9Sg,The Oasis,821 W Main St,Lansdale,PA,19446,40.247663,-75.2934983,4.5,127,0,0,0,2,1,1,1,1,0,1,0,0,1,0,22647,12428,7315,87083,118037,55138
12596,cvCNRnspcGjrOVMaNtdghA,Dunkin',810 Highway 76,White House,TN,37188,36.46981535,-86.67698357,2.0,32,1,1,1,1,0,1,0,1,1,1,0,0,1,0,5807,3896,1053,79948,91578,13643
12598,0WkPwMoI1HxSP8jicwQOOQ,Kibitz Room,100 Springdale Rd,Cherry Hill,NJ,8003,39.8613221,-74.9753067,3.5,227,1,0,1,2,1,1,0,1,0,1,0,0,4,0,10884,7816,2038,132441,162489,30629
12599,qpldvnh_7SJ279-6YJtEYQ,Marco's Pizza,5029 Veterans Blvd,Metairie,LA,70001,30.006784,-90.196375,3.5,38,1,0,1,1,1,1,0,1,1,1,0,0,2,0,16638,6475,7575,56724,74980,37996
12600,h_UbaqduIhtIQvYV7p2oVQ,Castrillo's Pizza,3501 Park Ave,Nashville,TN,37209,36.15139,-86.826088,4.5,83,1,1,1,1,1,1,0,1,1,1,1,1,1,0,16513,5233,8829,61096,82024,35457
12601,Azdaj_-uBkCbU6zlOW_Ltg,Groveland Grill,5960 Easton Rd,Pipersville,PA,18947,40.3901421,-75.1478135,4.5,46,1,0,1,2,1,1,0,1,0,1,1,0,4,0,2469,1783,580,112205,139784,6172
12602,i1A9_CvPb0SZ_5nTddCEgA,A Cut Above Deli,3523 W Chester Pike,Newtown Square,PA,19073,39.98644497,-75.39651926,4.5,168,1,0,1,1,1,1,0,1,0,0,0,0,4,0,7920,4693,2558,113430,168382,18332
12607,bR80q5TB6KQCDkMWmcABww,China Gate Restaurant,2139 Stumpf Blvd,Terrytown,LA,70056,29.9103962,-90.0241592,4.5,45,0,0,1,1,1,1,0,1,0,1,0,0,1,0,14638,6925,4652,56167,77138,39082
12608,IBhBYsj1Ps145N_34Fh3zw,Paddles Up Poke,13601 W McMillan Rd,Boise,ID,83713,43.6478323,-116.3520706,4.5,31,1,0,1,2,0,1,0,1,0,0,1,0,4,0,10803,6207,3035,70517,94427,28103
12610,ZIfvFrdyT1L9mS-NpGhuMA,Starbucks,5533 Edmonson Pike,Nashville,TN,37211,36.041694,-86.745714,3.0,79,0,1,1,2,1,1,0,1,1,1,0,0,4,0,29353,11228,13064,59075,75023,74755
12611,7L0WAmZ0fP5hKzdhVAkIhQ,Curry Leaves Indian Cuisine,4843 W Kennedy Blvd,Tampa,FL,33609,27.945245,-82.525857,4.5,695,1,1,1,2,1,1,0,1,1,1,1,0,4,0,8497,3215,4322,85174,140410,15999
12612,Li7WVJmLImFCfuAAMj5fsA,Upper Crust & Grill,314 Old York Rd,Jenkintown,PA,19046,40.0956332,-75.1256194,4.0,40,1,1,1,2,1,1,0,1,1,1,1,0,1,0,7312,3914,2315,104193,142602,17809
12613,0KEMPs7BD_WHI6zGpDcKjw,Food & Friends,1933 Spruce St,Philadelphia,PA,19103,39.948257,-75.174199,4.0,167,0,0,1,2,0,0,0,1,0,0,0,0,1,0,15765,3571,11832,79110,134268,21908
12614,KFAoYnkUVC-AJY22s8L9Iw,Domino's Pizza,4390 N 1st Ave,Tucson,AZ,85719,32.2861391,-110.9605131,3.0,30,1,0,1,1,1,1,0,1,1,0,0,0,1,0,18119,3526,12170,34013,48571,43989
12616,yuNf6vYaIZYe88g6pouAiA,Pub of Penn Valley,863 Montgomery Ave,Narberth,PA,19072,40.01130738,-75.25953162,4.0,106,0,1,1,2,1,1,0,1,1,1,0,0,4,0,4121,2443,1246,131685,209007,9539
12618,9ciPosnitacu4xSVSz03mw,Embassy Suites by Hilton Indianapolis North,3912 Vincennes Rd,Indianapolis,IN,46268,39.9157424,-86.2276581,3.0,71,0,0,1,2,0,0,1,0,1,1,0,0,4,0,10741,3523,5809,52458,65237,24965
12620,-RCy49doG-2XARGzr9Do5Q,LongHorn Steakhouse,1175 Murfreesboro Pike,Nashville,TN,37217,36.122032,-86.7058078,3.5,70,0,0,1,2,1,1,0,1,1,1,0,0,4,0,12724,3932,5878,50423,65837,29599
12622,WDm-Z705Wp93k-46PN_g9Q,Talia's Grille,122 W Girard Ave,Philadelphia,PA,19123,39.9688472,-75.1369912,4.5,233,1,0,1,1,1,1,0,1,1,1,0,0,1,0,8565,2020,5678,77111,106137,13416
12623,ZForVw2ZTiwDGfZ0XvZsXQ,Uncle Bobbie's Coffee & Books,5445 Germantown Ave,Philadelphia,PA,19144,40.034015,-75.1718436,4.5,151,0,0,1,2,0,0,0,1,1,0,1,0,4,0,18574,3247,10151,35047,54552,43329
12624,9fs3zBWKZBjosH2rSVvo-A,Chili's,3084 Columbia Ave,Franklin,TN,37064,35.8919258,-86.8778175,2.5,39,1,0,1,2,1,1,0,1,0,1,0,1,4,0,21795,14497,4934,105342,134928,48118
12626,MbVZ1yZvG_sSAkHgTUx04A,Havana Cafe,3839 Moller Rd,Indianapolis,IN,46254,39.825106,-86.255694,4.5,211,1,0,1,2,1,1,1,1,0,1,0,0,1,0,15672,4929,6951,46693,66661,38095
12627,VtjIXjkFDluasukeUzIAbw,Asian Snack,3605 Commercial Dr,Indianapolis,IN,46222,39.8183177,-86.2269832,4.5,77,1,1,1,1,1,1,0,1,1,0,0,0,4,0,12409,3423,5320,38110,45238,34044
12628,3X7zlEM1clH_PLuqZaGm5g,Smashburger,7610 W State St,Boise,ID,83714,43.67156687,-116.2829488,2.5,31,0,1,1,1,0,1,0,1,0,1,0,0,4,0,10436,4830,4394,59873,87541,20290
12629,OaddVySRpJcU9LNa8bkGMw,Fire & Ice,312 Market St,Philadelphia,PA,19106,39.949743,-75.146377,3.0,53,0,0,1,2,1,0,0,0,1,1,0,0,4,0,7625,2113,5180,116368,162885,11740
12631,lS42krxXMm-HIk7dntRsKQ,Pattaya,4040 Locust St,Philadelphia,PA,19104,39.9529055,-75.204785,3.5,327,1,0,1,2,1,1,1,1,0,1,0,0,4,0,16508,2296,10575,28603,46430,51808
12632,hhxrgOoLJImsLtPR1d3uJg,Knock Out Wings,1300 Jefferson St,Nashville,TN,37208,36.1711484,-86.8010252,3.0,75,0,0,1,1,1,1,0,1,1,1,1,0,4,0,8415,1787,4760,47903,74491,16067
12636,ZNWox30LIv7hV5k5YP8tCQ,Bar-Ly Chinatown,101 N 11th St,Philadelphia,PA,19107,39.9540709,-75.1576818,4.0,380,1,1,1,2,1,0,1,1,1,1,0,1,4,0,7823,1743,5771,60676,91522,14875
12637,f3eve2cxUIzyanWnHdMtFQ,Corazon Cocina,"38 W Victoria, Unit 122",Santa Barbara,CA,93101,34.4236075,-119.7070539,4.5,813,1,1,1,2,1,1,0,1,1,1,1,1,3,0,13296,4177,6819,62925,91126,31683
12638,SAi55UwRNKZbVJAXh0PFIA,Fat Joe's,746 Snyder Ave,Philadelphia,PA,19148,39.92291033,-75.15964732,3.5,50,1,0,1,1,1,1,0,1,1,1,1,0,2,0,19493,7020,7959,60226,75581,49732
12640,girDKh9waA2VA81x4h02Lw,Main Squeeze Juice Co.,"2561 Metairie Rd, Ste D",Metairie,LA,70001,29.98067,-90.15148,4.5,43,1,1,1,1,0,0,0,1,1,0,1,0,1,0,16638,6475,7575,56724,74980,37996
12641,swcfmflnWlhnbvPOHvPq_A,Chabaa Thai Bistro,4343 Main St,Philadelphia,PA,19127,40.02563012,-75.22346009,4.0,338,1,1,1,2,1,0,1,1,0,1,1,0,4,0,2678,639,1962,74936,104604,5913
12642,01mP5a06zQpaYOakfaVBOQ,Philly's Platinum Grille,7719 Crittenden St,Philadelphia,PA,19118,40.07279119,-75.19494704,2.5,61,0,0,1,2,1,0,1,1,1,1,0,0,2,0,4651,2076,2235,85766,148898,9808
12643,7Iu6QFpZZrICmNQGD2zHuA,California Burger,3502 W 16th St,Indianapolis,IN,46222,39.7880435,-86.218887,4.0,88,0,0,0,1,0,0,0,0,0,1,0,0,1,0,12409,3423,5320,38110,45238,34044
12644,ep_CRM3EQALDlEWURWc4rg,Kaplan's New Model Bakery,901 N 3rd St,Philadelphia,PA,19123,39.9649893,-75.1422257,4.0,52,1,0,1,1,1,1,0,1,1,0,0,0,1,0,8565,2020,5678,77111,106137,13416
12645,4NlSpFSdeexT30ZJ_Rabxw,"DiNapoli's Italian Market, Restaurant and Catering",20 N Main St,New Hope,PA,18938,40.365145,-74.951351,4.0,166,1,1,1,2,1,1,1,1,1,0,0,0,4,0,6044,3534,1936,118877,191503,13989
12647,eUcELoQV3rBt4TpS6DO14g,Siri's Gourmet Burgers & Pizza,2813 Beach Blvd S,Gulfport,FL,33707,27.7417607,-82.7080938,4.0,126,1,1,1,1,1,1,1,1,1,1,1,0,2,0,12512,4411,6571,51861,74263,24599
12648,0xkgRnUPJKhfaCTc_Udqeg,SWEGS Kitchen - Metairie,"210 Veterans Blvd, Ste A",Metairie,LA,70115,30.00015,-90.12524778,4.0,76,1,0,1,1,1,1,0,1,1,1,1,0,4,0,14847,5248,8000,77961,119724,31695
12649,FwOCErmBff1G8sf85_cJnA,Farmland Cafe,5111 Peter Taylor Park Dr,Brentwood,TN,37027,36.03385925,-86.80048888,4.0,92,1,1,1,2,1,1,0,1,1,1,0,0,4,0,20608,14144,4938,133254,189233,49035
12652,tUNa5f2KEauT6DM3hE8ndQ,Stella's,2914 Beach Blvd S,Gulfport,FL,33707,27.7406927,-82.7075456,4.5,379,1,1,1,2,1,1,1,1,1,1,1,0,4,0,12512,4411,6571,51861,74263,24599
12653,3663TH289j1Xh_lDmDM--Q,Sloan's Pub House,119 W Main St,Collinsville,IL,62234,38.669944,-89.986905,4.0,61,0,1,1,2,1,1,1,1,1,1,1,1,4,0,13713,6542,4742,58421,77591,33430
12654,DE5YDJYD0wLcojhmJnE8FQ,Gangnam Korean BBQ,3012 N Arnoult Rd,Metairie,LA,70002,30.0058394,-90.1611298,3.0,109,1,0,1,2,1,0,0,1,1,1,1,0,4,0,8954,3438,4225,56361,81822,18879
12655,u0NAXvm0bzES97r9IdF4Qg,Bump,1234 Locust St,Philadelphia,PA,19107,39.9477815,-75.162146,3.5,36,0,1,1,2,1,0,1,0,0,1,0,1,1,0,7823,1743,5771,60676,91522,14875
12656,yQLEaVWJBJ3L9FZP3ezh6g,The Crossbar,2225 Darby Rd,Havertown,PA,19083,39.9870082,-75.3086272,4.0,65,0,1,1,2,1,0,0,1,1,1,0,1,2,0,13002,8471,3129,102055,126369,35878
12658,gtobvSdkkIbnhTMo5eKJ7w,Cheeburger Cheeburger,235 Lancaster Ave,Frazer,PA,19355,40.0413161,-75.5428433,3.5,48,0,0,1,2,1,1,0,1,1,1,0,0,4,0,10090,6457,2800,133686,187043,24760
12659,6tXfFVJJwfWOY9n7LK8dVw,Siu Asian Express,754 N McCarran Blvd,Sparks,NV,89431,39.54118,-119.731335,4.0,90,0,0,1,1,1,1,0,1,1,1,0,0,4,0,15322,5782,5826,50233,63806,36189
12662,ATBRtdYkoYJvZfoawrlPOw,Santina's Kitchen,1 E Vine St,Pottstown,PA,19464,40.2470813,-75.6813751,4.0,34,1,1,1,1,1,1,0,1,1,1,0,0,1,0,18589,8820,6107,64942,80703,45788
12664,4P6u1-EXiwVdGSZbYHD7GQ,The HeadHouse Cafe,122 Lombard St,Philadelphia,PA,19147,39.9419336,-75.1447558,2.5,35,0,0,1,2,1,0,1,1,0,1,0,0,3,0,18239,6207,10326,86147,128426,36228
12665,7pAgxBMUjrVPH7xh3fn-gw,Oh Brother Philly,206 Market St,Philadelphia,PA,19106,39.9496989,-75.1441608,4.5,511,1,1,1,2,1,1,0,1,1,1,1,0,2,0,7625,2113,5180,116368,162885,11740
12666,0QU_iVOpEyAnfFG8_QTGIQ,Thai Son,5201 Rt 38 W,Pennsauken Township,NJ,8109,39.93603485,-75.06612183,4.0,180,0,0,1,2,1,1,1,1,0,1,0,0,4,0,8359,3715,2517,68755,80315,22407
12668,r2uNRr2oookWMN3TST7uqg,Kampong Asian Market Resaurant,14380 N Dale Mabry Hwy,Tampa,FL,33618,28.0785136,-82.5079718,4.0,40,1,0,1,2,1,1,1,1,0,1,1,0,4,0,12100,5819,4724,68245,106081,25570
12669,jjpeA_GQWrNf59cuK9937g,Nouvelle Cuisine,10531 Spring Hill Dr,Spring Hill,FL,34608,28.4611679,-82.5440045,4.0,77,1,0,1,3,1,0,1,1,0,1,0,0,1,0,14076,6926,4320,50786,58826,31099
12670,Ro7opPbuSZdL1igdatdTMw,Crow and the Pitcher,267 S 19th St,Philadelphia,PA,19103,39.9482333,-75.1726396,3.5,162,1,1,1,2,1,0,1,1,1,1,0,1,4,0,15765,3571,11832,79110,134268,21908
12673,icOMQGI2G2wTzYoMB6084A,Manhattan Bagel,6001 Ridge Ave,Philadelphia,PA,19128,40.03191919,-75.21278724,3.0,48,1,0,1,1,0,0,0,1,0,0,0,0,1,0,16980,6799,8312,76854,95665,35239
12675,kIznM84WzLoC2o6uE-yVHQ,Bundox Bocce,One S Lake St,Reno,NV,89501,39.52506672,-119.8102765,4.5,83,0,1,1,2,1,1,1,0,0,1,1,0,4,0,2776,332,2213,44393,55619,4252
12676,4psm-jktkSmMmrl7R2vwjA,Jet's Pizza,15538 Old Hickory Blvd,Nashville,TN,37211,36.0409019,-86.7402417,3.0,42,1,0,1,1,1,1,0,1,1,1,0,0,2,0,29353,11228,13064,59075,75023,74755
12678,mH5UIOHXlnDDmI8iAKId6A,IHOP,6901 W 38th St,Indianapolis,IN,46254,39.822103,-86.278158,2.0,74,1,0,1,1,1,1,0,1,1,1,0,0,4,0,15672,4929,6951,46693,66661,38095
12679,bOyp4ra0QLJzOrKc74HB4Q,Best Taste Chinese Restaurant,917 Indiana Ave,Indianapolis,IN,46202,39.7799718,-86.1724459,2.5,68,1,0,1,1,1,1,0,1,0,1,0,0,4,0,9714,1991,7113,50216,79733,16335
12680,PVs2hLuFD8Eq3pVPzkSxoQ,Sal's Famous Pizzeria,350 E Main St,Plainfield,IN,46168,39.7046058,-86.3979599,3.5,107,0,1,1,2,1,1,1,1,1,1,1,0,4,0,13703,7080,4291,70719,90647,30309
12684,yj-RfCTB1ED_uBqUwGSFKQ,Pappas Ranch,11345 State Rd 54,Odessa,FL,33556,28.191687,-82.626857,2.5,49,0,1,1,2,1,1,1,1,1,1,0,0,4,0,8310,5913,1538,112459,158971,22015
12686,Km3u0N6frMjxGKVraqiwMA,Bruegger's Bagels,1064 North Campbell Avenue,Tucson,AZ,85719,32.2352686,-110.9436026,3.5,58,1,1,1,1,1,1,0,1,1,1,0,0,4,0,18119,3526,12170,34013,48571,43989
12689,9datL-qMsIdhMHb3apzqeA,Hibachi Japanese Steak House & Sushi Bar,145-147 S State Rd,Springfield,PA,19064,39.9378007,-75.3494646,3.0,101,0,0,1,2,1,1,1,1,1,1,0,0,3,0,8675,6088,1644,116394,133939,24459
12690,8Mzu_wczdzv9dU_Gr6OR8A,Kazoku,4210 E Speedway Blvd,Tucson,AZ,85712,32.2358219,-110.9029305,4.0,439,1,1,1,2,1,1,1,1,1,1,0,1,1,0,16384,4093,9558,37524,53990,32666
12691,JZIZwIM5yrHMFByQPwU2IA,Tacos Y Mariscos El Amigo,3901 Nolensville Pike,Nashville,TN,37211,36.0864821,-86.7305009,4.0,72,1,1,1,1,1,1,0,1,0,1,0,0,4,0,29353,11228,13064,59075,75023,74755
12697,BKru3jwrt_01kfbocCU1Bw,Hot Spot Diner,3604 W Chester Pike,Newtown Square,PA,19073,39.9865869,-75.3990469,3.0,44,0,0,1,1,1,1,0,1,0,1,0,0,4,0,7920,4693,2558,113430,168382,18332
12698,rNY5xg0FZSBopfmi-QZ_NA,Lerua's Fine Mexican Food,2005 E Broadway Blvd,Tucson,AZ,85719,32.2217563,-110.9421181,4.0,157,0,0,1,2,1,1,0,1,0,1,0,0,4,0,18119,3526,12170,34013,48571,43989
12699,WdZCy06eIoTPI_n5dmbLGQ,Potbellies Family Restaurant,3826 S Himes Ave,Tampa,FL,33611,27.9068228,-82.5017755,3.5,43,1,0,1,1,1,1,0,1,0,1,0,0,1,0,16269,6087,8484,66495,103942,29478
12702,pORvWLJb_ioqIrNo-yacfw,Pancho's Cafe,152 West Girard Ave,Philadelphia,PA,19123,39.9690665,-75.1381918,4.5,89,1,0,1,1,1,1,1,1,1,0,1,0,1,0,8565,2020,5678,77111,106137,13416
12703,NB6uGzND8N9r3OBqH0NHwA,Haus Of Brats,,Tucson,AZ,85755,32.4606031,-110.9745074,4.5,33,0,0,1,1,1,1,0,1,0,1,1,0,1,0,7435,5047,2014,91817,118665,15107
12704,BkI1EVigX4B6c8U4krAgNw,Tilted Kilt Pub & Eatery,645 Cross Keys Rd,Sicklerville,NJ,8081,39.72989947,-75.0120454,3.0,115,1,1,1,2,1,0,0,1,1,1,1,0,2,0,16793,8832,4030,87407,104760,50589
12705,bXrQejeR66IwebuhxPS7GA,Metropulos Fine Foods,216 E Yanonali St,Santa Barbara,CA,93101,34.4164748,-119.6894223,4.5,323,1,1,1,2,1,1,0,1,0,0,1,0,4,0,13296,4177,6819,62925,91126,31683
12706,yHt2Jn3XVfZnpze4lPc0SQ,Lisa's Pizza & Italian Restaurant,205 W Reliance Rd,Telford,PA,18969,40.320695,-75.326826,4.0,42,1,0,1,1,1,1,0,1,0,1,0,0,4,0,6061,3339,2204,75125,100641,15273
12707,LBNgb1sVhDdL6UFUt4G9_Q,2312 Garrett Bar,2312 Garrett Rd,Drexel Hill,PA,19026,39.9505514,-75.2837586,3.5,121,1,0,1,2,1,0,1,1,1,1,1,1,4,0,11854,5471,4066,73762,98812,30738
12708,GrRrxHK9dWgibvUpcotxtw,Joe's Pizza,122 S 16th St,Philadelphia,PA,19102,39.9503868,-75.1675629,3.5,183,1,0,1,1,1,1,0,1,1,1,0,0,4,0,3365,765,2525,110096,177851,4705
12711,XvFN7YQ-b6QjAAhAiEPW1g,Boston's Restaurant & Sports Bar,9316 Anderson Road,Tampa,FL,33634,28.0345574,-82.5421367,3.5,66,0,1,1,2,1,1,0,1,1,1,0,1,4,0,7544,3838,2422,60237,83180,20225
12713,6LYmMCltMzSMK-gMjqWTCw,Zesty's,4382 Main St,Philadelphia,PA,19127,40.0257037,-75.2245921,3.5,171,1,1,1,2,1,1,1,1,1,1,0,1,4,0,2678,639,1962,74936,104604,5913
12715,faa2RBePTY293f2Wd5mCvw,Blu A Wine & Cheese Stop,"100 S Avenida del Convento, Ste 126",Tucson,AZ,85745,32.22005259,-110.9853714,4.5,44,0,1,1,2,1,0,0,1,1,1,0,0,1,0,16596,5729,7467,54996,75437,37006
12716,rQiXAJVQxIAEQD1DVTAvKQ,The Daily Dose Coffeehouse and Eatery,4817 S West Shore Blvd,Tampa,FL,33611,27.89369197,-82.52706012,4.0,102,1,1,1,2,1,1,0,1,1,1,0,0,2,0,16269,6087,8484,66495,103942,29478
12717,t0Qyogb4x--K9i5b0AoDCg,Taco Maya,250 Eagleview Blvd,Exton,PA,19341,40.0555699,-75.666587,4.5,322,1,0,1,1,1,1,0,1,1,1,1,0,4,0,7825,4563,2392,107338,135072,16709
12718,vjO7cPDREXPjfozY0u2L_A,Chipotle Mexican Grill,101 Turner Ln,West Chester,PA,19380,39.96929534,-75.58764103,2.0,72,1,1,1,1,1,1,0,1,1,1,0,0,4,0,20999,11647,7482,106738,136205,49534
12719,MjA6D_3JgQtiFvGCogmxZA,Crispers,11019 Causeway Blvd,Brandon,FL,33511,27.92236631,-82.32840997,3.0,103,1,1,1,1,1,1,0,1,1,1,0,0,4,0,22334,9691,7955,61149,79120,52003
12720,opVvfe2wZyPNKo9ZRyo_YQ,IHOP,1028 W Hwy 50,O' Fallon,IL,62269,38.59282,-89.93792,2.5,59,1,0,1,1,1,1,0,1,1,1,0,0,2,0,12419,7397,3198,86493,112975,31348
